,Conversation,name,Speaker,Transcript,English Translation,LID_tags,Language from LID tool,Type of code-switching,Length of turn,Direction of code-switches,Number of code-switches,Start of code-switches,Length of code-switched segments
4953,train_6,train_6_3.wav,MONISHA,Ya phir saalbhar ke liya kuuch Cola aisa kuch,Or something like Cooch Cola for a year,"['EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,I,9,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[1, 6, 7]","[5, 1, 2]"
4954,train_6,train_6_4.wav,RANJANA,Well wo hum aapko humaare society ka life patron bana deenge,"Well, we will make you the life patron of our society.","['EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI']",CSW,I,11,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[1, 5, 6, 7, 9]","[4, 1, 1, 2, 2]"
4955,train_6,train_6_5.wav,MONISHA,Matlab aap mujhe ek flat deengi free mein apne housing society mein?,Meaning you will give me a flat for free in your housing society?,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'OTHER']",CSW,I,12,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[4, 5, 6, 7, 9, 11]","[1, 1, 1, 2, 2, 1]"
4956,train_700,train_700_1.wav,MAYA,"Tum mujhe hasana chaahati ho! To kaho na ki tum ghar bohot saaf suthra rakha ti ho, ya ki tumhaara taste bohot classy hai.","You make me want to laugh! So say that you keep your house very clean, or that your taste is very classy.","['HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,24,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",10,"[4, 6, 7, 8, 15, 18, 20, 21, 22, 23]","[2, 1, 1, 7, 3, 2, 1, 1, 1, 1]"
4957,train_701,train_701_0.wav,INDRAVARDHAN,Madhusudan bhai! Sharman Kapadiya ko chupaana hai emergency! Madhusudan bhai! Sharman Kapadiya ko chupaana hai emergency hai!,Madhusudan brother! Sherman Kapadia has to hide emergency! Madhusudan brother! There is an emergency to hide Sherman Kapadia!,"['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,17,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[7, 8, 15, 16]","[1, 7, 1, 1]"
4958,train_701,train_701_2.wav,INDRAVARDHAN,Oh ho! Ab emergency word kaise samjhaau inko!,Oh ho! Now how to explain emergency ward to them!,"['EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,8,['HI > EN'],1,[5],[3]
4959,train_701,train_701_3.wav,ROSESH,Mai samjha deta hu dad...,Let me explain dad...,"['HI', 'HI', 'HI', 'EN', 'EN', 'OTHER']",CSW,I,5,['EN > HI'],1,[3],[2]
4960,train_701,train_701_4.wav,ROSESH,Madhu fufa...,Madhu uncle...,"['HI', 'HI', 'OTHER']",HI,-1,2,-1,0,-1,-1
4961,train_701,train_701_5.wav,MADHUSUDAN,Ek shabdh... Ek shabdh ke 2 tukade...,One word... 2 pieces of one word...,"['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1,7,-1,0,-1,-1
4962,train_701,train_701_6.wav,INDRAVARDHAN,Oh ho! Tum ye Dumb Charades vaha jaa ke khelo!,Oh ho! You go over there and play this dumb charades!,"['EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,10,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[2, 4, 5]","[2, 1, 5]"
4963,train_702,train_702_0.wav,SAHIL,"Monu, khaana tumne banaya hai?","Monu, have you prepared food?","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,5,-1,0,-1,-1
4964,train_702,train_702_1.wav,MONISHA,Kyun poonch rahe ho?,Why are you asking?,"['HI', 'HI', 'HI', 'EN', 'OTHER']",HI,-1,4,-1,0,-1,-1
4965,train_702,train_702_2.wav,SAHIL,"Nahi, achchha bana hai.","No, it is well made.","['HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,4,-1,0,-1,-1
4966,train_703,train_703_0.wav,INDRAVARDHAN,"acha bhyi suno, iss natak me me gunga hun, rosesh andha hai or tum behre ho. Or ek ladki ka khoon hua hai","Ok brother listen, in this drama I am dumb, Rosesh is blind and you are deaf. And a girl has been murdered","['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,-1,23,-1,0,-1,-1
4967,train_703,train_703_1.wav,MONISHA,"me, me lash hun","I, I am a corpse","['EN', 'OTHER', 'EN', 'EN', 'HI']",CSW,-1,4,-1,0,-1,-1
4968,train_704,train_704_0.wav,SAHIL,tumhari ye dress bohot achi lagi,I like this dress of yours very much,"['HI', 'EN', 'EN', 'HI', 'HI', 'HI']",CSW,I,6,"['EN > HI', 'HI > EN']",2,"[1, 3]","[2, 3]"
4969,train_704,train_704_1.wav,MONISHA,ahah thank you.. acha!,ahah thank you.. really!,"['EN', 'EN', 'EN', 'OTHER', 'HI', 'OTHER']",CSW,O,4,['HI > EN'],1,[3],[1]
4970,train_704,train_704_2.wav,SAHIL,uhh phone number nahi dogi? tumhare darzi ka jisne ye dress si hai,Will this phone number not work? Your tailor made this dress,"['EN', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[3, 9, 11]","[6, 2, 2]"
4971,train_706,train_706_10.wav,MAYA,Ek bhi nahi! Uska mobile phone bhi mere hi paas hai.,Not even one! I also have his mobile phone.,"['HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,11,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[4, 6, 8, 9]","[2, 2, 1, 2]"
4972,train_706,train_706_11.wav,SAHIL,So just relax mom.,So just relax mom.,"['EN', 'EN', 'EN', 'EN', 'OTHER']",EN,-1,4,-1,0,-1,-1
4973,train_706,train_706_12.wav,MAYA,I can't! He's...,I can't! He's...,"['EN', 'EN', 'OTHER', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
4974,train_706,train_706_13.wav,SAHIL,"Mom, mom! Number 1, dad ek paas paise hai hi nahi to vo ye saara kachra khaaenge kaise, aur secondly vo thele vaala apna mama to hai nahi, ki muft mein khila dega.","Mom, mom! Number 1, dad doesn't have even a penny, how will he eat all this garbage, and secondly he told his mom that he will give food for free.","['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,33,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",11,"[5, 9, 10, 11, 12, 13, 14, 19, 20, 25, 26]","[4, 1, 1, 1, 1, 1, 5, 1, 5, 1, 7]"
4975,train_706,train_706_2.wav,MAYA,406 limited.,406 limited.,"['EN', 'EN', 'OTHER']",EN,-1,2,-1,0,-1,-1
4976,train_706,train_706_3.wav,MONISHA,Ye bus to seedhe khau gali jaati hai!,This bus goes straight to which street?,"['EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,8,['HI > EN'],1,[3],[5]
4977,train_706,train_706_6.wav,SAHIL,"Ek minute, dad iss gali se vaakif hai?","Just a minute, dad, do you know this street?","['HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,8,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[1, 3, 5, 6]","[2, 2, 1, 2]"
4978,train_706,train_706_8.wav,MAYA,Just what I need! Cholesterol with cholera!,Just what I need! Cholesterol with cholera!,"['EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'OTHER']",EN,-1,7,-1,0,-1,-1
4979,train_706,train_706_9.wav,SAHIL,Dad ke paas paise kitane the?,How much money did dad have?,"['EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,6,"['HI > EN', 'EN > HI']",2,"[1, 5]","[4, 1]"
4980,train_707,train_707_0.wav,MAYA,"Par, kitane darate ho tum apani mummy se.","But, how afraid are you of your mother?","['EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,8,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[1, 3, 4, 7]","[2, 1, 3, 1]"
4981,train_707,train_707_1.wav,BAA,"Aray, mummy hoti to nahi darata Maya, lekin ye to Baa hai, puri ki puri.","Hey, Maya wouldn't have been afraid if she had been a mother, but this is Baa, complete and total.","['EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,15,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[1, 3, 4, 8, 10]","[2, 1, 4, 2, 5]"
4982,train_708,train_708_0.wav,INDRAVARDHAN,dr? .. haa... ha boliye dr saab.. meri report galat hai. mujhe diaria nehi hain. Maya good news Mujhe diarrhoea Nahin Hai. mein kha sakta hun vah sab.,Dr? .. Yes... Yes say Dr. Saab.. My report is wrong. I don't have diarrhea. Maya Good News I don't have diarrhea. I can eat all that.,"['EN', 'OTHER', 'OTHER', 'HI', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,28,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",11,"[1, 2, 3, 4, 5, 7, 8, 11, 12, 15, 17]","[1, 1, 1, 1, 2, 1, 3, 1, 3, 2, 11]"
4983,train_708,train_708_1.wav,MAYA,achha? to subhe se 6 baar toilet kyon gaye the? aisehi,Good? So why did you go to the toilet 6 times since morning? Just like that,"['HI', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'HI']",CSW,I,11,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[1, 2, 4, 5, 6, 7, 9, 10]","[1, 2, 1, 1, 1, 2, 1, 1]"
4984,train_709,train_709_1.wav,INDRAVARDHAN,"Ba, Ba, Ba!","Ba, Ba, Ba!","['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
4985,train_709,train_709_2.wav,BAA,"Naalaayak, napawat, besharam! Meri peeth ke peeche tu ye..!","Naalaayak, napawat, besharam! You please touch my back..!","['HI', 'OTHER', 'EN', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,9,-1,0,-1,-1
4986,train_709,train_709_4.wav,INDRAVARDHAN,"Haan, ye mera best friend hai, Mansuk. Ladka hai","Yes, this is my best friend, Mansukh. He is a boy","['HI', 'OTHER', 'EN', 'HI', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'HI']",CSW,I,9,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[1, 2, 3, 5]","[1, 1, 2, 4]"
4987,train_709,train_709_6.wav,INDRAVARDHAN,"Um, haan! Vo usaka jo tailor hai na, vo time pe shirt pant nahi laya, bolo!","Um, yes! That's his tailor, he didn't bring the shirt and pants on time, tell me!","['EN', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'OTHER']",CSW,I,16,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",9,"[1, 5, 6, 7, 8, 9, 10, 11, 13]","[4, 1, 1, 1, 1, 1, 1, 2, 3]"
4988,train_70,train_70_0.wav,INDRAVARDHAN,"Aray cheeku baba, pappa ko bye bye bolo. Kyu ki bohot jald hum papa ko paan ke beech mein rakh ke chaba jaane vaale hai.","Hey cheeky father, say bye to papa. Because very soon we are going to put papaya in the middle of paan and chew it.","['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,25,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[5, 7, 11, 13]","[2, 4, 2, 12]"
4989,train_710,train_710_0.wav,INDRAVARDHAN,haan kyunki wo jalta hai sahil se aur tum dono bohot kareeb hona,Because he is jealous of Sahil and you two being very close.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,-1,13,-1,0,-1,-1
4990,train_710,train_710_1.wav,MONISHA,lekin uncle ji jalan kis baat ki maine toh sirf 25-30 baar hi naam liya hoga doctor sahil ka,"But Uncle ji Jalan, what am I talking about? I must have taken the name of Dr. Sahil only 25-30 times.","['HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,I,19,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[1, 2, 10, 11, 12, 13, 16, 17]","[1, 8, 1, 1, 1, 3, 1, 2]"
4991,train_710,train_710_2.wav,INDRAVARDHAN,lo aur itni si baat ke liye usne pura blender uthake phenk diya mei toh kehta hun jaanwaro ka ilaaj karte karte wo khud bhi jaanwar ho gaya hai,"And for such a small thing, he threw away the entire blender. So I say that while treating animals, he himself has become an animal.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,I,29,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[9, 10, 26, 27]","[1, 16, 1, 2]"
4992,train_711,train_711_0.wav,MONISHA,aapko reception Mein pet Bhar Kar khana mila tha. Mere To Dinner plate ke paise vasul Nahin Hue Dadi ji. Us caterar se Kitni Ladi Thi mein Fir Bhi vah kamina Mary 300 rupaye Wapas Nahin Ki.,"You got food in your stomach at the reception. Dadi ji, I did not get the money for the dinner plate. That's how many ladies catered to us, and then came Kamina Mary, who did not return 300 rupees.","['HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,37,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",10,"[1, 2, 9, 13, 20, 21, 22, 23, 31, 33]","[1, 7, 4, 7, 1, 1, 1, 8, 2, 4]"
4993,train_712,train_712_0.wav,ROSESH,Sahil bhai Yahan Yamraj Aaye The,Sahil Bhai Yamraj came here,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,I,6,['EN > HI'],1,[5],[1]
4994,train_712,train_712_1.wav,SAHIL,What?,What?,"['EN', 'OTHER']",EN,-1,1,-1,0,-1,-1
4995,train_712,train_712_2.wav,MONISHA,Han han aur vah Rosesh bhaiya ko Dekhte hi Bhag Gaye,Yes yes and he ran away as soon as he saw Rosesh Bhaiya,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,-1,11,-1,0,-1,-1
4996,train_712,train_712_3.wav,SAHIL,Rosesh Tumne Yamraj ko Dara diya,Rosesh you scared Yamraj,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,6,-1,0,-1,-1
4997,train_713,train_713_0.wav,ROSESH,"Come come come come, lets celebrate. Uncle cake katiye...","Come come come come, let's celebrate. Uncle cut the cake...","['EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'HI', 'OTHER']",CSW,A,9,['HI > EN'],1,[8],[1]
4998,train_713,train_713_1.wav,SAHIL,"Ek minute, ek minute, aah, lekin ye cake to Rosesh katne vaala hai na kyuki vo kavita likhna chodh raha hai.","One minute, one minute, ah, but this cake is going to be cut by Rose because he is giving up writing poetry.","['HI', 'EN', 'OTHER', 'HI', 'EN', 'OTHER', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,21,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[1, 2, 3, 4, 6, 9, 13, 14]","[1, 1, 1, 2, 3, 4, 1, 7]"
4999,train_713,train_713_2.wav,ROSESH,"Mai kabhi kavita likhna nahi chodh raha bhai. Mai bhi inki tarah koshi karunga, it may work!","I am never going to stop writing poetry, brother. May I also try like them, it's my work!","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'OTHER']",CSW,A,17,['EN > HI'],1,[14],[3]
5000,train_713,train_713_3.wav,SAHIL,"Well, umm, not in your case. I mean, umm...","Well, umm, not in your case. I mean, umm...","['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'OTHER']",EN,-1,9,-1,0,-1,-1
5001,train_714,train_714_0.wav,MONISHA,You hate me?,You hate me?,"['EN', 'EN', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
5002,train_714,train_714_1.wav,MAYA,I hate you.,I hate you.,"['EN', 'EN', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
5003,train_714,train_714_2.wav,MONISHA,You hate me Maya-puri?,You hate me Maya-puri?,"['EN', 'EN', 'EN', 'EN', 'OTHER']",EN,-1,4,-1,0,-1,-1
5004,train_715,train_715_0.wav,INDRAVARDHAN,"Bhalu, uth Bhalu..","Bear, wake up bear..","['HI', 'OTHER', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1
5005,train_715,train_715_1.wav,BHALU,"Parul! Parul, I love you Parul!","Parul! Parul, I love you Parul!","['EN', 'OTHER', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'OTHER']",CSW,-1,6,-1,0,-1,-1
5006,train_715,train_715_2.wav,INDRAVARDHAN,Parul!?,Parul!?,"['EN', 'OTHER']",EN,-1,1,-1,0,-1,-1
5007,train_715,train_715_3.wav,MAYA,Usaki girlfriend hai.,He has a girlfriend.,"['HI', 'EN', 'HI', 'OTHER']",CSW,I,3,"['EN > HI', 'HI > EN']",2,"[1, 2]","[1, 1]"
5008,train_715,train_715_4.wav,MAYA,Borivali mein rehati hai.,Lives in Borivali.,"['HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,4,-1,0,-1,-1
5009,train_716,train_716_0.wav,INDRAVARDHAN,Tumhaari ye matress kuch jyaada hi saqt hai... aise upar neeche...,This mattress of yours can move a little too much... up and down like this...,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,11,"['EN > HI', 'HI > EN']",2,"[5, 6]","[1, 5]"
5010,train_716,train_716_1.wav,MONISHA,Aray haan! Vo maine matress ke neeche 4-5 tede mede hangers rakkhe hai na seedhe karne ke liye! Iss liye...,Oh yes! I have kept 4-5 crooked hangers under the mattress to straighten them! so...,"['HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER']",CSW,I,20,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[4, 5, 7, 8, 10, 11, 13, 14]","[1, 2, 1, 2, 1, 2, 1, 6]"
5011,train_716,train_716_2.wav,INDRAVARDHAN,Oh! Very good!,Oh! Very good!,"['EN', 'OTHER', 'EN', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
5012,train_717,train_717_1.wav,MONISHA,Sahil Mummy ji naraz ho gai,Sahil mom got angry,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI']",CSW,-1,6,-1,0,-1,-1
5013,train_717,train_717_2.wav,SAHIL,usse thoda Jyada,a little more than that,"['HI', 'HI', 'HI']",HI,-1,3,-1,0,-1,-1
5014,train_718,train_718_0.wav,INDRAVARDHAN,Maya this is very bad Roj Ke mukabale Aaj tum mein Monisha Ko Kuchh jyada hi dant Khiladi,Maya this is very bad Today Monisha is a little more angry with you than usual.,"['HI', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI']",CSW,A,18,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[1, 5, 12, 13, 15, 17]","[4, 7, 1, 2, 2, 1]"
5015,train_718,train_718_1.wav,MAYA,O to Tumne Monisha 3 Fm Radio mein already hi Sun Liya. excellent to kya kaha Meri Pyari Bahu Ne Mere khilaf,"So you have already heard it in Monisha 3 FM Radio. Excellent, what did my lovely daughter-in-law say against me?","['EN', 'EN', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'EN', 'EN', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI']",CSW,I,22,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",9,"[2, 4, 7, 8, 11, 12, 14, 19, 21]","[2, 3, 1, 3, 1, 2, 5, 2, 1]"
5016,train_719,train_719_0.wav,MAYA,"Oh by the way, uss ne Indu darling kyu kaha?","Oh boy they were, why did he say Indu darling?","['EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,10,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[4, 5, 6, 7, 8]","[1, 1, 1, 1, 2]"
5017,train_719,train_719_1.wav,INDRAVARDHAN,"Sales talks!. Vo samjhi mujhe darling kahke fusla legi, aur mai credit card khareed lunga. Lekin mai bevakoof nahi hu!","Sales talks! She will seduce me by calling me darling, and I will buy a credit card. But I'm not stupid!","['EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,20,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",6,"[2, 5, 6, 11, 13, 19]","[3, 1, 5, 2, 6, 1]"
5018,train_719,train_719_2.wav,MAYA,"Indravardhan, mai bhi bevakoof nahi hu!","Indravardhan, I am not a fool either!","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,6,-1,0,-1,-1
5019,train_71,train_71_0.wav,MONISHA,yah dekhiae Mera khargosh itne Pyar Se iss bathroom Mein Saja Ke Rakha tha Mummy Ji Ne Hata Diya Ja kehke ki Monisha it's very down market,"Look at this, my rabbit was so lovingly kept in this bathroom, my mother asked me to remove it, Monisha, it's very down market.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN']",CSW,"I, A",27,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",9,"[6, 7, 8, 9, 16, 17, 19, 20, 23]","[1, 1, 1, 7, 1, 2, 1, 3, 4]"
5020,train_71,train_71_1.wav,INDRAVARDHAN,yah khargosh Tumne Khud Banaya,you made this rabbit yourself,"['HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,5,-1,0,-1,-1
5021,train_720,train_720_0.wav,INDRAVARDHAN,"Nahi, nahi, nahi, nahi. Sir body dekhake kutte ke role se hata dena mere khayaal se ye galat kaam kiya un logonne.","no no no no. Sir, after seeing the body, they removed me from the role of dog, in my opinion they did a wrong thing.","['HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,22,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[4, 6, 10, 11, 15, 17, 20, 21]","[2, 4, 1, 4, 2, 3, 1, 1]"
5022,train_720,train_720_1.wav,ROSESH,Vahi to!,That is it!,"['HI', 'EN', 'OTHER']",CSW,-1,2,-1,0,-1,-1
